group,subject_id,ensemble,g,eta1,eta2,eta3,eta4,eta5,eta6,ks_fc,ks_fcd,ks_fc_fcd,corr_fc
Th,2,24,0.3525392,-4.2099304,-5.4424424,-4.1935067,-4.171657,-5.440604,-3.7377775,0.04732510288065844,0.07586822646001695,0.1231933293406754,0.07186064104594074
Th,2,25,0.83581704,-4.550287,-4.6006355,-4.044559,-4.956836,-3.9460423,-5.331688,1.0,1.0,2.0,0.0
Th,2,26,0.38615125,-4.15185,-4.0410132,-5.5051208,-4.102956,-5.102653,-4.901831,0.03292181069958855,0.2520546690780889,0.2849764797776774,0.06335765012939532
Th,2,27,0.69557106,-4.1673255,-4.64693,-4.9006686,-3.9630086,-4.614042,-4.3074403,1.0,1.0,2.0,0.0
Th,2,28,0.41795564,-5.623635,-4.535836,-4.072417,-3.5994384,-3.8994997,-4.331037,0.033607681755829955,0.06808452187449926,0.10169220363032921,0.06388268750161992
Th,2,29,0.8882205,-3.9368892,-5.86995,-4.14267,-4.238613,-4.3999505,-4.6353536,1.0,1.0,2.0,0.0
Th,2,30,0.7281212,-3.5658405,-5.8002543,-4.380728,-3.7908728,-4.94388,-4.5947733,1.0,1.0,2.0,0.0
Th,2,31,0.35503834,-3.9737704,-3.8285112,-4.9737015,-4.526705,-5.9739714,-3.757282,0.08899176954732513,0.43153773952061536,0.5205295090679405,0.06256096279951384
Th,2,32,0.79041195,-4.2012463,-5.98077,-4.182909,-4.749163,-5.7130775,-4.942354,1.0,1.0,2.0,0.0
Th,2,33,0.6337202,-4.1931224,-5.971011,-3.7679012,-4.346241,-4.0990663,-4.1369314,1.0,1.0,2.0,0.0
Th,2,34,0.583885,-3.8106754,-4.3888645,-4.977377,-4.2866964,-4.056009,-4.481703,0.04338134430727025,0.28442572285433027,0.3278070671616005,0.06648301329336294
Th,2,35,0.6035572,-5.7378874,-5.156599,-4.607528,-3.8991318,-5.8757644,-3.906937,1.0,1.0,2.0,0.0
Th,2,36,0.6234457,-4.3600097,-4.538128,-4.4088874,-3.928886,-4.8281918,-4.187448,0.04989711934156382,0.3674366429339988,0.4173337622755626,0.07942159866790123
Th,2,37,0.52467257,-3.5846987,-4.5350504,-5.549552,-4.4532056,-4.4374003,-3.7304502,1.0,1.0,2.0,0.0
Th,2,38,0.7408939,-5.232796,-5.1097345,-3.7932441,-4.202732,-4.437727,-4.654008,1.0,1.0,2.0,0.0
Th,2,39,0.5505758,-3.8056114,-4.953717,-3.7856066,-4.980654,-4.18342,-4.8720555,0.047496570644718794,0.044824981113069706,0.0923215517577885,0.044591878438783254
Th,2,40,0.63549775,-3.6057765,-5.0519147,-4.5034504,-5.874764,-3.9465547,-5.1855865,0.4096364883401921,0.5245759025663332,0.9342123909065254,0.05248910901401775
Th,2,41,0.77097577,-3.5173175,-4.4504786,-5.831446,-4.0484533,-4.0526886,-5.7147665,1.0,1.0,2.0,0.0
Th,2,42,0.66559416,-3.6583564,-4.438198,-4.1572394,-5.3183727,-3.9503157,-5.066789,1.0,1.0,2.0,0.0
Th,2,43,0.49397743,-5.9057426,-3.9515066,-3.827042,-4.5784683,-4.785526,-3.8117816,0.08247599451303156,0.3424830017627802,0.42495899627581174,0.057162089502111164
Th,2,44,0.63910526,-3.69221,-4.459766,-4.859426,-3.9240026,-5.5943866,-5.546188,0.03326474622770925,0.20471143059911634,0.2379761768268256,0.0756807109787342
Th,2,45,0.58113277,-5.851514,-5.8883414,-4.2037683,-4.6064215,-5.8716526,-5.004865,0.1822702331961592,0.6291064765000801,0.8113767096962393,0.05850107137790078
Th,2,46,0.6487299,-5.531547,-5.9880295,-4.9582257,-4.350486,-4.107451,-5.7255073,0.05058299039780523,0.31450745175247824,0.36509044215028347,0.04015849210619204
Th,2,47,0.7922338,-3.7225804,-4.9714456,-4.7527184,-5.071954,-4.272992,-5.3542895,0.07630315500685869,0.3433987317140176,0.41970188672087627,0.0644797501243452
Th,2,48,0.72590125,-3.560151,-5.739236,-4.3947225,-3.9736974,-5.6328683,-4.8657303,1.0,1.0,2.0,0.0
Th,2,49,0.54646134,-4.8323073,-4.207367,-4.661802,-3.6891847,-4.5928607,-3.8400726,0.05109739368998628,0.23140495867768596,0.28250235236767224,0.09835751651781122
Th,2,50,0.6989802,-5.075135,-5.6134844,-3.8090217,-4.93865,-4.8754725,-4.416746,0.014403292181069949,0.12330303793411324,0.13770633011518318,0.07039327354302093
Th,2,51,0.56378347,-3.7866797,-5.8560886,-3.6845064,-5.001715,-4.193267,-4.1958575,0.1061385459533607,0.2920720679471624,0.3982106139005231,0.05994420959006285
Th,2,52,0.7689729,-4.5717263,-5.894609,-3.6637466,-3.9542387,-4.4279017,-4.2069507,1.0,1.0,2.0,0.0
Th,2,53,0.517134,-4.440163,-5.0012226,-3.5568187,-4.0453105,-4.7470965,-3.7686646,0.2415980795610425,0.4842837847118885,0.725881864272931,0.09333730386746068
Th,2,54,0.6271657,-5.3757915,-4.9327927,-3.9872167,-5.1095433,-5.449699,-4.0933027,0.016975308641975273,0.17897941896934594,0.1959547276113212,0.10033027838057937
Th,2,55,0.57559973,-4.582299,-4.4411325,-5.3065376,-3.79867,-5.8394604,-3.804724,0.08916323731138553,0.04999885533756096,0.1391620926489465,0.08331337781993893
Th,2,56,0.6593623,-3.8261852,-4.454487,-4.6317883,-4.7327595,-5.384035,-4.9960556,0.0577846364883402,0.20892378837480824,0.26670842486314844,0.0853386156015827
Th,2,57,0.58611596,-4.013512,-4.572514,-4.1385093,-4.8168674,-3.778546,-4.9799814,0.0763031550068588,0.2812664545225613,0.35756960952942013,0.06539768631095527
Th,2,58,0.5715087,-3.8382168,-5.37337,-3.868731,-5.7294436,-4.6711693,-5.3122816,0.04029492455418382,0.2872186992056042,0.32751362375978804,0.0797174316327602
Th,2,59,0.8699143,-5.9986124,-3.878444,-4.639653,-5.110667,-5.2892046,-4.5508146,1.0,1.0,2.0,0.0
Th,2,60,0.8150648,-4.016432,-4.669386,-3.979998,-5.3896384,-4.7904596,-5.339374,1.0,1.0,2.0,0.0
Th,2,61,0.50500864,-4.2304397,-4.425989,-5.2081437,-4.272835,-4.8218846,-4.5013194,0.5656721536351166,0.7760353471761178,1.3417075008112342,0.05507515561371284
Th,2,62,0.44247407,-4.081148,-4.3650155,-3.9883587,-5.935469,-5.2309566,-3.7983851,0.06361454046639237,0.4348801538426318,0.49849469430902416,0.06167659522798136
Th,2,63,0.6548763,-3.9336503,-4.090292,-5.412323,-4.350653,-4.262401,-5.9334903,0.04989711934156382,0.41761864426180717,0.467515763603371,0.03379415280349459
Th,2,64,0.62951434,-4.7246823,-3.7173011,-4.7401066,-3.7332978,-4.7500944,-3.7766771,1.0,1.0,2.0,0.0
Th,2,65,0.6132282,-4.1746707,-4.3818154,-4.3068647,-4.058041,-4.047057,-5.75627,0.08230452674897126,0.39509168746136764,0.4773962142103389,0.09705177318845826
Th,2,66,0.7761162,-5.633976,-5.215328,-4.4828362,-3.9295266,-5.8305407,-4.107612,0.26903292181069965,0.2169822119456971,0.48601513375639677,0.05501589816678708
Th,2,67,0.6984391,-3.974518,-4.864252,-5.021451,-3.752084,-5.452626,-4.2343364,0.04629629629629628,0.38117259220255945,0.4274688884988557,0.06656391732041053
Th,2,68,0.6021691,-5.618711,-5.017955,-4.7405787,-3.7649736,-4.5248985,-4.315865,0.022119341563785977,0.14459375930038232,0.1667131008641683,0.06915329167186014
Th,2,69,0.6536418,-3.587102,-5.7878346,-4.587645,-4.09117,-4.9515443,-3.7792192,0.026234567901234573,0.14669993818822835,0.17293450608946292,0.11652052160249304
Th,2,70,0.43065625,-5.873396,-5.5054936,-4.325104,-4.144773,-5.2438817,-5.45886,0.016803840877914922,0.03681234403974265,0.05361618491765757,0.04044269896539014
Th,2,71,0.38996044,-3.6094944,-5.3376307,-4.060226,-4.6162405,-5.98072,-3.830575,0.056755829903978094,0.2695451111467228,0.3263009410507009,0.08897550023115045
Th,2,72,0.7644577,-3.807028,-5.9547577,-5.69299,-4.090789,-5.7326393,-5.866974,0.09465020576131689,0.4678922185847394,0.5625424243460563,0.021140852363437195
Th,2,73,0.57314885,-3.9759955,-4.612888,-4.3730154,-4.0516005,-5.779498,-5.727918,0.02263374485596706,0.255168150912296,0.2778018957682631,0.10771825529829904
Th,2,74,0.57860756,-4.5329537,-4.2398314,-3.6184022,-5.361547,-3.9803596,-4.465371,1.0,1.0,2.0,0.0
Th,2,75,0.53602386,-4.177257,-4.4210124,-4.1419783,-5.464533,-4.708953,-4.2688956,0.03652263374485587,0.3434445182115794,0.37996715195643527,0.09053262039267918
Th,2,76,0.60507226,-4.1034827,-5.036117,-3.5692887,-4.992204,-5.256984,-5.075362,0.08556241426611794,0.30475492777180013,0.39031734203791807,0.07126198384597694
Th,2,77,0.67807543,-3.8960152,-5.235699,-4.36084,-4.2295094,-4.0375443,-3.7753046,0.07990397805212623,0.3482978869531375,0.42820186500526375,0.045371787350269664
Th,2,78,0.53202903,-4.0133123,-4.7781663,-3.5438502,-4.5356536,-5.257947,-4.269826,0.08436213991769548,0.31340857581099335,0.39777071572868883,0.05872195305807431
Th,2,79,0.44724876,-3.6121957,-4.649051,-4.727072,-3.8579636,-5.9070153,-4.504796,0.032578875171467736,0.2566333188342758,0.28921219400574355,0.07210675821219219
Th,2,80,0.44530508,-3.9214785,-3.9926167,-5.9626665,-4.4068623,-4.140671,-3.5278354,0.02126200274348422,0.04935784437169477,0.07061984711517899,0.06613776139047582
Th,2,81,0.94354033,-5.3177757,-5.1715927,-4.669043,-4.8124337,-4.663386,-4.5706563,1.0,1.0,2.0,0.0
Th,2,82,0.4398629,-4.2178993,-4.6854677,-3.6708257,-3.7074966,-5.887985,-3.719475,0.04252400548696844,0.1920285707744786,0.23455257626144704,0.08038038174362211
Th,2,83,0.53056675,-3.6798208,-4.149029,-3.6811051,-5.0543447,-4.4888,-4.844524,1.0,1.0,2.0,0.0
Th,2,84,0.57216835,-3.729166,-3.9500687,-5.653526,-4.132334,-5.8065934,-5.292254,0.11076817558299035,0.4659691856871409,0.5767373612701312,0.030263659523606226
Th,2,85,0.6973854,-4.104506,-4.8570733,-4.798544,-4.581334,-4.3362074,-5.705927,0.15517832647462276,0.12829376616835686,0.2834720926429796,0.09171829512024349
Th,2,86,0.46420527,-3.9326158,-4.2256045,-4.4598184,-4.350624,-5.96377,-4.0552173,0.06189986282578874,0.04216936425448137,0.10406922708027011,0.08543082214332287
Th,2,87,0.4700831,-4.2135906,-5.7499194,-3.5992637,-3.9510927,-4.9471083,-3.8365583,0.0675582990397805,0.36766557542180806,0.43522387446158856,0.06404116018729773
Th,2,88,0.5882918,-5.4373446,-5.9923134,-5.0844383,-4.1107225,-5.5299945,-5.5640492,0.08470507544581624,0.3619422632265745,0.44664733867239076,0.012028054066732283
Th,2,89,0.7125504,-5.140609,-5.1149178,-4.420974,-3.5635293,-3.5816557,-4.478963,1.0,1.0,2.0,0.0
Th,2,90,0.59528863,-4.057308,-4.65245,-5.3898134,-3.9840043,-5.359991,-5.2683797,0.11213991769547327,0.2892333050983265,0.4013732227937998,0.0599981586346927
Th,2,91,0.8328885,-4.3869596,-5.0582047,-5.04639,-4.0800467,-4.917423,-5.2980404,0.05144032921810704,0.09441175797257384,0.14585208719068088,0.08583598202175938
Th,2,92,0.7801063,-3.997823,-5.4802213,-4.9540324,-5.9507036,-4.848973,-5.776015,0.0185185185185186,0.12605022778782538,0.14456874630634398,0.0884303912988189
Th,2,93,0.5002291,-4.4318986,-4.0090594,-3.698855,-4.60613,-5.6900115,-5.4237437,0.04921124828532236,0.21940889631647628,0.2686201446017986,0.09225643543322733
Th,2,94,0.7083288,-4.5719743,-3.8300571,-4.0550222,-5.80714,-4.218188,-5.3036704,1.0,1.0,2.0,0.0
Th,2,95,0.8179982,-4.5210886,-5.6656585,-4.533805,-5.4909825,-3.589357,-4.2221327,1.0,1.0,2.0,0.0
Th,2,96,0.6923052,-4.242128,-4.9699993,-5.4083376,-3.5592473,-4.3377266,-3.8288393,1.0,1.0,2.0,0.0
Th,2,97,0.5378214,-3.6926367,-4.3002067,-5.38737,-4.302857,-5.7817,-5.133309,0.07407407407407407,0.3396442389139443,0.41371831298801837,0.05979659133041844
Th,2,98,0.694347,-3.9798331,-5.5876784,-4.5656033,-4.236457,-3.6584806,-4.289101,0.08384773662551448,0.3998076967102402,0.48365543333575467,0.058781924926052866
Th,2,99,0.33750847,-3.5164495,-5.630345,-4.205995,-4.2588763,-5.090622,-3.922386,0.020747599451303222,0.19601199606236125,0.21675959551366447,0.09665637969503608
Th,3,0,0.85855365,-3.833983,-5.6259,-4.593304,-4.727386,-4.142668,-3.765677,1.0,1.0,2.0,0.0
Th,3,1,0.56859595,-4.3542395,-5.821528,-5.9243703,-4.2050376,-3.8591974,-5.954019,0.06155692729766804,0.4031958975298185,0.46475282482748653,0.0830934229463221
Th,3,2,0.42165628,-5.975583,-5.775077,-4.02,-4.308252,-5.782951,-4.0082107,0.017318244170096017,0.22064513175064676,0.2379633759207428,0.04786017677292662
Th,3,3,0.80609804,-4.4235787,-4.341502,-4.690447,-5.3791428,-4.624343,-4.7667985,1.0,1.0,2.0,0.0
Th,3,4,0.6121386,-3.6605513,-3.8142257,-4.6762757,-4.6016865,-4.5267344,-4.954249,0.0360082304526749,0.3537464801629999,0.3897547106156748,0.06748617538884433
Th,3,5,0.7188195,-4.0389276,-4.042639,-5.03482,-3.5455787,-5.3722777,-4.083733,1.0,1.0,2.0,0.0
Th,3,6,0.64336324,-4.55927,-4.07328,-4.257453,-4.3125787,-5.619714,-4.4816227,1.0,1.0,2.0,0.0
Th,3,7,0.54328895,-3.7128236,-4.3343444,-5.178616,-4.673046,-3.857985,-4.0710144,1.0,1.0,2.0,0.0
Th,3,8,0.7862704,-4.0686545,-4.7623124,-5.0966425,-3.7223644,-4.79267,-5.1360455,1.0,1.0,2.0,0.0
Th,3,9,0.6960197,-3.88049,-4.6682377,-4.6302443,-4.2400537,-4.3617487,-4.802846,1.0,1.0,2.0,0.0
Th,3,10,0.506248,-5.8608303,-5.408225,-3.8664646,-4.4369345,-4.4542465,-3.6850166,0.08179012345679015,0.4887250749753898,0.5705151984321799,0.08027864599570425
Th,3,11,0.7241494,-3.9889076,-3.878919,-4.142133,-4.542644,-5.425394,-5.884616,1.0,1.0,2.0,0.0
Th,3,12,0.46309838,-5.643027,-5.4756184,-4.14156,-4.0656962,-4.4506354,-3.5150611,0.053497942386831254,0.4379020626817152,0.4914000050685465,0.040514682407102716
Th,3,13,0.67036116,-3.78727,-5.5057683,-4.2693763,-3.6618967,-4.188072,-3.868649,1.0,1.0,2.0,0.0
Th,3,14,0.70264155,-3.7920227,-4.410663,-4.3138747,-4.618331,-5.657234,-4.227695,0.10545267489711929,0.5501247682058561,0.6555774431029754,0.033592211094288574
Th,3,15,0.69973534,-3.6618729,-4.9920797,-3.9070017,-5.214136,-4.9790387,-4.709241,0.0622427983539095,0.056500537991346356,0.11874333634525586,0.05534276781190163
Th,3,16,0.86235815,-4.263309,-4.7345777,-3.90258,-5.694695,-4.8929877,-4.027458,1.0,1.0,2.0,0.0
Th,3,17,0.63166386,-4.2404375,-4.061113,-5.298726,-3.735694,-5.6539645,-4.615079,0.03943758573388201,0.43552116480849795,0.47495875054237996,0.00606733454479113
Th,3,18,0.69051605,-5.938765,-4.1331224,-4.0755477,-4.708566,-4.478612,-4.809286,0.03995198902606312,0.31459902474760193,0.35455101377366505,0.06346171070345646
Th,3,19,0.6197155,-4.712022,-3.813481,-5.8424063,-4.1604266,-3.5258768,-4.409299,0.09602194787379975,0.16327465030562488,0.25929659817942463,0.06532812684732663
Th,3,20,0.6836802,-5.8857703,-4.1696377,-5.041312,-4.5472927,-3.6180434,-4.579629,0.02589163237311387,0.37146585471944327,0.39735748709255714,0.04256652812254027
Th,3,21,0.5593597,-3.5000205,-4.287843,-5.5307126,-4.135938,-4.0244594,-5.0477185,0.09122085048010975,0.5075891119708797,0.5988099624509895,0.041764111864355975
Th,3,22,0.70285183,-5.734579,-3.7055879,-4.7041326,-4.6859593,-4.872777,-4.9702983,0.056241426611796985,0.33218103981135966,0.38842246642315664,0.0676565391530391
Th,3,23,0.74369687,-4.1766467,-5.399045,-3.9467704,-5.054796,-4.390455,-5.2876596,1.0,1.0,2.0,0.0
Th,3,24,0.6397903,-4.470066,-5.0305567,-4.086149,-4.281584,-3.5704243,-4.887677,1.0,1.0,2.0,0.0
Th,3,25,0.6663603,-3.7024205,-4.810407,-5.3112726,-4.2311983,-3.7977018,-3.5558808,1.0,1.0,2.0,0.0
Th,3,26,0.70765686,-4.6742353,-3.564434,-4.825074,-3.7584498,-4.046673,-4.113329,1.0,1.0,2.0,0.0
Th,3,27,0.6471445,-5.8999815,-5.460053,-4.321542,-3.6788154,-5.1707344,-4.852379,0.05332647462277096,0.43748998420365837,0.4908164588264293,0.05310814581898727
Th,3,28,0.6357997,-3.61756,-5.368593,-3.5044951,-5.24804,-4.300763,-5.792439,0.0757887517146777,0.06236120967926562,0.1381499613939433,0.07699755017685544
Th,3,29,0.69127434,-3.6001346,-5.9239893,-4.170204,-5.0878553,-3.7106223,-5.950966,1.0,1.0,2.0,0.0
Th,3,30,0.56367314,-5.596676,-5.9304986,-5.0526567,-3.9683733,-5.2170987,-4.0871825,0.07475994513031547,0.48748883954121924,0.5622487846715347,0.061242313633986266
Th,3,31,0.5513947,-5.5095844,-3.571244,-4.632203,-4.2768216,-4.8131094,-3.9119685,0.04458161865569277,0.3102493074792244,0.3548309261349172,0.016570470468532862
Th,3,32,0.9558192,-4.2963667,-5.7840867,-4.132273,-4.3132644,-5.960983,-4.2796,1.0,1.0,2.0,0.0
Th,3,33,0.5197939,-4.137013,-4.2720094,-3.9437635,-4.8916106,-4.118702,-3.7527905,0.07133058984910834,0.4705478354433278,0.5418784252924361,0.051925269662056364
Th,3,34,0.6795284,-5.321795,-5.0037417,-3.798994,-5.483683,-5.585534,-4.280223,0.02503429355281217,0.3569515349923308,0.38198582854514296,0.09424233024424405
Th,3,35,0.9624942,-4.2644844,-5.7110066,-3.8996992,-5.9902124,-5.605762,-4.403453,1.0,1.0,2.0,0.0
Th,3,36,0.5852306,-4.0866275,-4.171469,-5.295605,-4.2057486,-5.7738647,-4.5368423,0.05366941015089155,0.49765344199995426,0.5513228521508458,0.05749474514471947
Th,3,37,0.57873935,-4.7552533,-3.6201289,-5.0217967,-4.0170836,-4.5584054,-4.837809,0.24777091906721543,0.07302946361118112,0.32080038267839656,0.07028982915544961
Th,3,38,0.957518,-4.4129863,-5.7666197,-4.15135,-5.0970974,-4.421305,-5.4450703,1.0,1.0,2.0,0.0
Th,3,39,0.88572234,-4.1827607,-4.97389,-4.1621594,-5.516184,-4.728896,-5.5450287,1.0,1.0,2.0,0.0
Th,3,40,0.71068066,-4.1416225,-5.092519,-4.3069043,-4.299897,-5.6417146,-4.868122,0.024519890260631005,0.3406057553627435,0.3651256456233745,0.06533085446607735
Th,3,41,0.5959804,-5.6390643,-3.516682,-4.2601395,-4.8993216,-5.8101225,-5.7073383,0.09482167352537729,0.039696893386140436,0.13451856691151773,0.020451049447498638
Th,3,42,0.5621389,-3.825806,-3.9483135,-4.502684,-4.729487,-4.0400634,-3.7063982,0.06069958847736623,0.4607495249650878,0.521449113442454,0.03869040260832274
Th,3,43,0.64195055,-4.8473296,-4.181138,-3.98129,-4.722711,-4.132259,-3.9155893,1.0,1.0,2.0,0.0
Th,3,44,0.5543157,-5.5764556,-4.275359,-4.142881,-4.633957,-3.7286563,-4.015645,0.08196159122085056,0.507863830956251,0.5898254221771015,0.055629041732843075
Th,3,45,0.57799137,-3.781019,-4.2793803,-4.6641216,-4.531677,-5.4731736,-4.6341195,0.11128257887517151,0.23625832741924413,0.34754090629441564,0.056734235385457084
Th,3,46,0.8893442,-3.7014215,-4.8480225,-4.465245,-5.056809,-5.859955,-5.795722,1.0,1.0,2.0,0.0
Th,3,47,0.70679975,-3.5293994,-5.5394874,-4.366893,-4.6126256,-3.541787,-4.0143113,1.0,1.0,2.0,0.0
Th,3,48,0.80682474,-4.7040563,-4.4126453,-4.4742255,-5.009288,-5.0442414,-5.2663903,1.0,1.0,2.0,0.0
Th,3,49,0.70834446,-3.7411618,-4.9648175,-4.9255857,-4.670562,-4.419245,-4.004445,1.0,1.0,2.0,0.0
Th,3,50,0.8135735,-4.0372744,-4.814869,-4.0263376,-4.94008,-5.615429,-5.52264,1.0,1.0,2.0,0.0
Th,3,51,0.7475201,-3.699438,-4.5472856,-4.169403,-4.75749,-4.985093,-5.628442,1.0,1.0,2.0,0.0
Th,3,52,0.8983594,-3.5571783,-5.084673,-4.599026,-5.3948627,-5.5958304,-5.6375475,1.0,1.0,2.0,0.0
Th,3,53,0.62245363,-5.807232,-4.5367126,-3.6954618,-4.435213,-4.31583,-4.6200666,1.0,1.0,2.0,0.0
Th,3,54,0.9490827,-3.666714,-5.070429,-4.1851077,-5.6393514,-5.8587136,-4.804525,1.0,1.0,2.0,0.0
Th,3,55,0.72026986,-3.9494538,-4.6635046,-4.9717374,-4.1020913,-4.135837,-5.1779704,1.0,1.0,2.0,0.0
Th,3,56,0.69914526,-3.650747,-4.9202614,-3.5045662,-5.4253993,-5.6100492,-4.525417,0.06292866941015085,0.21872209885304827,0.2816507682631991,0.03327840361258761
Th,3,57,0.7918875,-4.209406,-4.620398,-4.8881516,-3.8055372,-4.532444,-5.5614266,1.0,1.0,2.0,0.0
Th,3,58,0.60305417,-3.8613694,-5.639176,-4.3041167,-4.4582486,-5.7573137,-3.9196768,0.056755829903978094,0.4882214235022092,0.5449772534061873,0.04650932366374216
Th,3,59,0.9597441,-4.435909,-4.0492687,-4.431866,-5.0273967,-5.4201407,-5.6522512,1.0,1.0,2.0,0.0
Th,3,60,0.75966567,-4.30497,-4.2426186,-4.9163885,-4.249942,-4.443135,-5.6612515,1.0,1.0,2.0,0.0
Th,3,61,0.42898604,-3.9839315,-5.738904,-5.5881386,-4.2016926,-5.5185676,-3.8417099,1.0,1.0,2.0,0.0
Th,3,62,0.82976985,-4.1016154,-4.5058293,-4.1361275,-5.038823,-4.378755,-4.2542615,1.0,1.0,2.0,0.0
Th,3,63,0.644717,-3.6333687,-4.4772234,-3.8781781,-4.36656,-4.2995043,-4.433948,1.0,1.0,2.0,0.0
Th,3,64,0.89917815,-4.280056,-5.311383,-3.7487206,-5.6133776,-5.408442,-5.1792784,1.0,1.0,2.0,0.0
Th,3,65,0.5809107,-3.8132827,-3.5808783,-5.314849,-4.23868,-5.1759276,-4.4544587,0.06258573388203015,0.46248941187243886,0.525075145754469,0.06128376655072004
Th,3,66,0.64914924,-4.348143,-3.5088296,-4.2647023,-4.208071,-4.2421474,-4.174463,1.0,1.0,2.0,0.0
Th,3,67,0.72026587,-3.6759338,-4.7038813,-5.812518,-4.586131,-4.5612907,-4.8120594,0.04286694101508917,0.41436780293491454,0.45723474395000374,0.062265382211457776
Th,3,68,0.45310548,-3.635282,-5.6626377,-4.4300823,-3.978906,-5.5407457,-5.8395905,0.04406721536351166,0.41079645612508875,0.4548636714886004,0.04713856193405915
Th,3,69,0.7316818,-5.6033607,-4.484471,-4.092234,-4.948648,-5.4947143,-4.2770944,0.0675582990397805,0.47682058560930385,0.5443788846490843,0.07209014226454805
Th,3,70,0.4372655,-5.6514206,-3.8815587,-5.957548,-4.371284,-4.216623,-4.8638926,0.04458161865569277,0.347061651518967,0.3916432701746598,0.021827102276661462
Th,3,71,0.7330861,-3.6603673,-4.73736,-5.3179574,-4.180074,-3.7075062,-5.947182,0.07853223593964342,0.5027815297268835,0.5813137656665269,0.03267921435111845
Th,3,72,0.534494,-5.7476535,-4.4010186,-4.1361494,-5.563789,-5.745164,-4.9588566,0.23285322359396438,0.43579588379386913,0.6686491073878336,0.09293772648276621
Th,3,73,0.591475,-4.5723095,-4.676704,-3.5304852,-5.199746,-5.77465,-4.3656673,0.16923868312757206,0.0433140266935281,0.21255270982110017,0.07428469711834461
Th,3,74,0.6556183,-4.3897734,-4.0790634,-5.8643193,-3.9821205,-5.63773,-5.7890925,1.0,1.0,2.0,0.0
Th,3,75,0.57216436,-3.520945,-4.5706496,-3.9862843,-4.439314,-4.486884,-4.131115,0.09842249657064472,0.540738536205673,0.6391610327763178,0.04016751422775566
Th,3,76,0.7053267,-3.926502,-5.3783092,-4.014166,-5.095942,-5.303867,-4.31724,1.0,1.0,2.0,0.0
Th,3,77,0.7596554,-3.6295223,-4.746644,-5.808799,-4.026357,-5.4233923,-5.6302285,1.0,1.0,2.0,0.0
Th,3,78,0.53452873,-4.363919,-3.6153598,-5.8534966,-4.3249664,-5.9835014,-4.818324,0.16049382716049382,0.1413887044710515,0.3018825316315453,0.07114697557895135
Th,3,79,0.70242655,-3.8843877,-5.439732,-4.3135996,-3.9755957,-4.2316628,-5.8473186,0.051611796982167335,0.04093312882031086,0.0925449258024782,0.12561936678758423
Th,3,80,0.47077298,-5.530384,-5.40675,-4.3905215,-3.8685923,-4.8472385,-3.5435505,0.038580246913580196,0.4351090863304412,0.4736893332440214,0.05402403221402271
Th,3,81,0.65294844,-3.8656335,-4.3217897,-4.360362,-4.2534657,-4.7448344,-3.5382912,1.0,1.0,2.0,0.0
Th,3,82,0.8887375,-4.28012,-5.444425,-4.8637767,-3.9440348,-5.075994,-4.4552217,1.0,1.0,2.0,0.0
Th,3,83,0.4779576,-5.137849,-5.613862,-4.347369,-3.9105847,-4.9804835,-3.6728282,0.034122085048011064,0.4237082484375358,0.45783033348554686,0.02074267747438377
Th,3,84,0.5238766,-4.272642,-4.1413198,-5.409489,-4.22515,-4.634006,-4.3658724,0.10288065843621402,0.1951878391062476,0.2980684975424616,0.0941259193746477
Th,3,85,0.7915474,-3.9450758,-4.833666,-5.802112,-4.168041,-5.940938,-3.5233154,1.0,1.0,2.0,0.0
Th,3,86,0.84275,-4.0940104,-5.1070666,-4.6002874,-5.6718664,-4.766366,-4.1850095,1.0,1.0,2.0,0.0
Th,3,87,0.76546705,-5.068341,-4.4876037,-4.7808595,-4.9743156,-4.756594,-4.557223,1.0,1.0,2.0,0.0
Th,3,88,0.87641877,-4.5242696,-4.73085,-4.201121,-5.31442,-4.8473387,-4.824364,1.0,1.0,2.0,0.0
Th,3,89,0.5734762,-5.8922586,-3.719893,-3.973121,-5.098136,-4.65238,-3.9754453,0.037208504801097386,0.1343833703440856,0.17159187514518298,0.04463682365513178
Th,3,90,0.65913945,-3.5629382,-4.308709,-5.847157,-4.0843625,-4.3443584,-3.5507674,1.0,1.0,2.0,0.0
Th,3,91,0.6323027,-4.705897,-4.116471,-3.994542,-4.621157,-4.785111,-4.4551754,1.0,1.0,2.0,0.0
Th,3,92,0.60503227,-4.156222,-3.8836725,-5.509373,-3.7820263,-4.0343475,-4.4271684,1.0,1.0,2.0,0.0
Th,3,93,0.64106804,-3.662287,-5.0075145,-4.4455237,-4.2389765,-4.500532,-4.1495137,1.0,1.0,2.0,0.0
Th,3,94,0.75267315,-3.8218193,-4.2199383,-4.109195,-4.578662,-5.4377146,-5.721835,1.0,1.0,2.0,0.0
Th,3,95,0.7286732,-4.270631,-3.8790722,-4.9798784,-3.6849797,-5.472697,-4.8688827,1.0,1.0,2.0,0.0
Th,3,96,0.84304696,-4.1385245,-5.925467,-4.2726336,-4.0076427,-5.591654,-3.6718369,1.0,1.0,2.0,0.0
Th,3,97,0.7750096,-4.4805255,-5.4544277,-4.0984545,-3.5759513,-3.641499,-4.2406898,1.0,1.0,2.0,0.0
Th,3,98,0.55007404,-3.7318344,-4.045787,-4.71788,-4.09486,-3.955981,-4.751395,0.058127572016460904,0.3910624756759232,0.44919004769238413,0.04845167245636694
