group,subject_id,ensemble,g,eta1,eta2,eta3,eta4,eta5,eta6,ks_fc,ks_fcd,ks_fc_fcd,corr_fc
RSC,7,65,0.5492173,-4.2641096,-5.093413,-4.6222434,-3.5812032,-5.982215,-4.781396,1.0,1.0,2.0,0.0
RSC,7,66,0.70021313,-4.487253,-4.957886,-5.184756,-4.932042,-4.45908,-3.797461,0.30366941015089166,0.7132620590187954,1.0169314691696871,0.15991107968379006
RSC,7,67,0.70666623,-4.2861013,-5.2717633,-5.944002,-4.6747427,-3.9671316,-3.7038124,1.0,1.0,2.0,0.0
RSC,7,68,0.65959144,-4.0874696,-5.1356716,-5.2634034,-4.8858705,-4.164724,-5.576625,0.3652263374485597,0.8128476912158605,1.1780740286644202,0.10537878055872983
RSC,7,69,0.59381264,-4.36685,-5.953706,-3.9612,-4.9227567,-5.091936,-3.9855053,0.28343621399176955,0.766191250200316,1.0496274641920855,0.050393604136563686
RSC,7,70,0.60739666,-4.0518184,-5.2282987,-5.4156327,-3.7303636,-4.8805795,-4.195906,0.6527777777777778,0.2238044000824157,0.8765821778601934,-0.035522056258866584
RSC,7,71,0.91769165,-4.5780935,-5.228243,-5.099785,-4.6249213,-5.601616,-5.856392,1.0,1.0,2.0,0.0
RSC,7,72,0.7451165,-4.671866,-5.5634418,-4.777676,-4.1385865,-4.6356626,-4.9363995,1.0,1.0,2.0,0.0
RSC,7,73,0.6643923,-4.5975924,-5.0511374,-4.709633,-4.508406,-4.5902033,-3.6663961,1.0,1.0,2.0,0.0
RSC,7,74,0.70306414,-4.483039,-5.7250223,-4.129436,-5.1902113,-5.556726,-3.6229556,1.0,1.0,2.0,0.0
RSC,7,75,0.9052084,-4.757386,-4.8298106,-4.9284186,-5.659129,-5.976063,-3.7719593,1.0,1.0,2.0,0.0
RSC,7,76,0.6625299,-4.5174155,-4.792186,-4.8521094,-4.228497,-5.231829,-3.564785,0.5195473251028806,0.1653808291934708,0.6849281542963515,0.21992694404705548
RSC,7,77,0.8658984,-4.589705,-4.5217,-4.9281416,-5.437893,-4.1943026,-5.849962,1.0,1.0,2.0,0.0
RSC,7,78,0.67650664,-4.303013,-5.2357745,-5.7971187,-4.3577766,-4.8079576,-4.211203,1.0,1.0,2.0,0.0
RSC,7,79,0.486139,-4.1652007,-5.0586743,-4.36675,-3.8785741,-5.0401745,-3.6214278,0.04475308641975309,0.3213296398891967,0.3660827263089498,0.2099026991432344
RSC,7,80,0.8823568,-4.12131,-5.2216654,-5.249937,-4.63109,-5.5875244,-3.7716184,0.08933470507544583,0.16858588402280172,0.25792058909824755,0.10291571319138196
RSC,7,81,0.7469583,-4.706134,-5.5593147,-3.7137818,-4.083351,-5.370704,-4.597075,0.2623456790123456,0.7329044664728372,0.9952501454851829,0.2556923631160412
RSC,7,82,0.78123224,-4.5961547,-4.111628,-5.9622183,-4.322989,-5.0327206,-4.191745,1.0,1.0,2.0,0.0
RSC,7,83,0.7559595,-4.720079,-5.1321416,-3.8901644,-4.911568,-5.831393,-4.165724,0.4317558299039781,0.32453469471852747,0.7562905246225056,0.10864623074535498
RSC,7,84,0.75923127,-3.7639844,-5.3073683,-5.1818643,-4.640112,-5.4292355,-3.8811595,1.0,1.0,2.0,0.0
RSC,7,85,0.7290578,-4.7289615,-4.5993533,-5.0291677,-4.760302,-4.5840187,-4.2510114,0.05058299039780517,0.510977312790458,0.5615603031882632,0.06380618084163864
RSC,7,86,0.78242016,-4.407534,-5.775905,-4.1651726,-4.932255,-5.303281,-4.7409697,1.0,1.0,2.0,0.0
RSC,7,87,0.7996064,-5.142687,-5.2520905,-4.2606235,-5.219417,-3.7163734,-5.6255546,1.0,1.0,2.0,0.0
RSC,7,88,0.78150934,-4.8572755,-5.461767,-5.5352483,-4.8693914,-4.5176916,-3.9361675,0.2026748971193415,0.640003662919805,0.8426785600391465,0.07519129798993279
RSC,7,89,0.75291455,-4.7343144,-5.080452,-4.829892,-4.7273855,-5.6619034,-4.925376,1.0,1.0,2.0,0.0
RSC,7,90,0.9387294,-4.310967,-4.7331367,-5.9958577,-4.3732643,-4.8921866,-5.3326597,1.0,1.0,2.0,0.0
RSC,7,91,0.89262146,-4.97647,-5.061596,-5.4724927,-5.351771,-4.3054214,-5.27064,0.03789437585733882,0.6975572903550743,0.7354516662124131,0.2324754137415812
RSC,7,92,0.695382,-4.6483054,-4.4006443,-5.1013427,-4.5998178,-4.1593785,-4.964474,0.2621742112482854,0.7226025045214166,0.984776715769702,0.11369098267053883
RSC,7,93,0.73680854,-4.5464435,-5.2425914,-4.837498,-3.8105247,-5.8279004,-5.2710524,0.149519890260631,0.6129896293583023,0.7625095196189333,0.22583232500604436
RSC,7,94,0.9103548,-4.196906,-4.604421,-5.2461524,-5.847312,-3.9576705,-4.98317,1.0,1.0,2.0,0.0
RSC,7,95,0.82058275,-4.3815074,-5.7769737,-4.5477486,-5.210385,-5.053159,-5.5803056,1.0,1.0,2.0,0.0
RSC,7,96,0.74340147,-4.5065794,-4.7433724,-5.528762,-4.567727,-4.458786,-5.4354334,1.0,1.0,2.0,0.0
RSC,7,97,0.68890524,-4.3928156,-4.930958,-5.005976,-4.624412,-4.417282,-4.1184278,0.15209190672153639,0.531993315171356,0.6840852218928923,0.2481925597216032
RSC,7,98,0.79632133,-4.4243736,-5.3242283,-5.813033,-4.81736,-4.5114536,-4.9234138,0.3175582990397805,0.7761269201712415,1.093685219211022,0.16009782357038213
RSC,7,99,0.8699068,-4.849234,-4.756081,-4.913334,-4.2717276,-4.2962294,-5.493589,0.2908093278463649,0.21084682127240684,0.5016561491187717,0.1266887457785207
RSC,8,0,0.46548837,-5.848468,-4.9530897,-4.133905,-3.980674,-5.726871,-3.5661485,1.0,1.0,2.0,0.0
RSC,8,1,0.7013218,-3.8189363,-4.007355,-4.801622,-3.710098,-4.344525,-4.7817936,1.0,1.0,2.0,0.0
RSC,8,2,0.6933469,-3.835596,-5.124319,-3.9836032,-3.9944398,-5.433008,-4.5622478,0.09122085048010975,0.3058080172157231,0.39702886769583284,0.13575253380293714
RSC,8,3,0.5426346,-3.6930087,-4.1167865,-5.3274527,-3.769486,-5.4317055,-4.6740155,1.0,1.0,2.0,0.0
RSC,8,4,0.70884544,-3.979113,-5.019779,-4.221166,-4.0837765,-5.7130065,-4.1405125,1.0,1.0,2.0,0.0
RSC,8,5,0.75333047,-3.837906,-3.98398,-4.2318053,-4.1268373,-4.322139,-5.1431174,0.1131687242798354,0.7795609074883817,0.8927296317682171,0.04555368056863419
RSC,8,6,0.9906235,-4.5321236,-4.969773,-4.111057,-4.3391023,-4.688761,-4.404545,1.0,1.0,2.0,0.0
RSC,8,7,0.70911217,-5.1572495,-4.4954743,-3.9807742,-4.212741,-5.765149,-4.262079,1.0,1.0,2.0,0.0
RSC,8,8,0.35107815,-5.8880897,-4.8379893,-4.1622515,-4.789248,-5.837847,-4.049926,1.0,1.0,2.0,0.0
RSC,8,9,0.5730253,-5.294831,-4.276413,-4.5102906,-4.1566215,-5.433327,-4.3073664,1.0,1.0,2.0,0.0
RSC,8,10,0.68423647,-3.522221,-3.7493331,-4.36789,-3.5896676,-4.073696,-4.609116,0.05847050754458161,0.7280510977312791,0.7865216052758607,0.10772424575317661
RSC,8,11,0.6647352,-3.7604902,-4.605466,-4.480242,-3.9415298,-5.223749,-4.6437764,1.0,1.0,2.0,0.0
RSC,8,12,0.5105733,-3.7868044,-4.809217,-3.8963015,-3.5369306,-5.585515,-4.4131837,0.26920438957476,0.24514090794624666,0.5143452975210067,0.14110209328808285
RSC,8,13,0.62182075,-4.467627,-3.9080424,-4.4029646,-3.8066754,-4.8219028,-3.8235242,0.0565843621399177,0.7331333989606466,0.7897177611005642,0.08949585058090685
RSC,8,14,0.9656179,-5.6502743,-5.04455,-4.502399,-3.875609,-5.4043913,-5.0131273,0.08710562414266121,0.7257159863556237,0.8128216104982849,0.06970450264100977
RSC,8,15,0.468799,-3.6672075,-5.61529,-4.5314136,-3.9525604,-5.704244,-3.6544898,0.16117969821673528,0.4647787367505322,0.6259584349672676,0.07676673372819055
RSC,8,16,0.59092224,-3.8363724,-5.7880383,-4.1994224,-4.386309,-5.7278895,-3.5365345,1.0,1.0,2.0,0.0
RSC,8,17,0.6608713,-4.5241795,-4.968188,-4.329769,-3.5124714,-5.406789,-4.198561,1.0,1.0,2.0,0.0
RSC,8,18,0.40368712,-3.8531733,-4.951145,-3.8159595,-3.5476463,-5.8114786,-3.6148293,1.0,1.0,2.0,0.0
RSC,8,19,0.86218095,-4.260494,-4.47044,-4.433366,-3.707904,-5.710089,-4.8635364,0.07904663923182442,0.7821707378494083,0.8612173770812327,0.025155679241530296
RSC,8,20,0.6523169,-5.137472,-4.2146516,-5.3359666,-3.5768373,-4.3268023,-4.532826,1.0,1.0,2.0,0.0
RSC,8,21,0.6769567,-4.3836474,-4.280083,-4.2719393,-3.8170185,-4.0190372,-3.8671458,1.0,1.0,2.0,0.0
RSC,8,22,0.6264066,-3.7397542,-3.692641,-4.0454545,-4.161356,-4.933417,-3.8384964,1.0,1.0,2.0,0.0
RSC,8,23,0.27664837,-5.662301,-5.739824,-4.002439,-4.267036,-5.1437416,-4.4441566,0.11865569272976684,0.5929809299237654,0.7116366226535322,0.1040934107538738
RSC,8,24,0.84765065,-4.0385194,-4.010507,-4.3636065,-3.5547404,-4.6991963,-4.8107967,1.0,1.0,2.0,0.0
RSC,8,25,0.5975066,-4.8767114,-3.6760259,-4.3481083,-3.5731685,-5.054898,-3.8982484,0.0768175582990398,0.508550628419679,0.5853681867187188,0.12522212895364346
RSC,8,26,0.8175679,-3.933306,-3.6465757,-4.3514514,-3.7811809,-5.487839,-4.0513296,0.18141289437585728,0.3388658684553925,0.5202787628312497,0.13681653515260983
RSC,8,27,0.77319455,-4.4463577,-4.924832,-4.4453464,-4.1238184,-4.6335874,-4.7101874,1.0,1.0,2.0,0.0
RSC,8,28,0.9291383,-3.9400132,-4.3702283,-4.4751716,-4.233475,-5.2329817,-4.5457754,0.0665294924554184,0.7870698930885283,0.8535993855439467,0.058224857631224466
RSC,8,29,0.57166785,-3.919061,-4.6371565,-4.459429,-3.6324766,-5.779904,-3.7598422,1.0,1.0,2.0,0.0
RSC,8,30,0.9232074,-4.1750503,-3.8979053,-4.5073256,-4.3458204,-4.1007795,-4.7320375,1.0,1.0,2.0,0.0
RSC,8,31,0.86372775,-4.6219683,-3.7279842,-4.5442886,-4.2082143,-3.5445857,-3.5354075,0.4254115226337449,0.4539731233259312,0.8793846459596761,0.18376228597810856
RSC,8,32,0.7046598,-3.9184768,-5.1293516,-4.220013,-3.820618,-4.664085,-4.2216034,1.0,1.0,2.0,0.0
RSC,8,33,0.57920754,-3.7391942,-4.441097,-4.60919,-3.8027914,-5.057153,-3.8081887,0.04732510288065843,0.7732881573224055,0.8206132602030639,0.05285447035875799
RSC,8,34,0.81683636,-4.681819,-3.8416743,-4.1002746,-4.0807996,-5.6284623,-4.333715,0.06104252400548699,0.7526384469220028,0.8136809709274897,0.05626229190981546
RSC,8,35,0.50463486,-3.9299693,-4.7014155,-4.3770475,-3.8374248,-4.365389,-4.222619,1.0,1.0,2.0,0.0
RSC,8,36,0.30407217,-3.8858845,-4.723796,-4.6348567,-3.7179782,-5.85264,-3.8942363,1.0,1.0,2.0,0.0
RSC,8,37,0.5609182,-3.650506,-4.8078704,-3.9692388,-3.991883,-5.974693,-5.1735225,1.0,1.0,2.0,0.0
RSC,8,38,0.65911394,-3.8725414,-4.676487,-4.0623355,-4.4520826,-5.692156,-4.4494104,0.0653292181069959,0.753920468853735,0.8192496869607309,0.07055336447038273
RSC,8,39,0.5109635,-4.63387,-4.45253,-4.1204333,-3.8973734,-5.9819803,-5.3874574,0.06430041152263376,0.7199011011652664,0.7842015126879002,0.07767670222085914
RSC,8,40,0.8180334,-4.090725,-4.4110446,-4.3740854,-4.0407906,-5.185092,-4.0718765,1.0,1.0,2.0,0.0
RSC,8,41,0.81107664,-3.976534,-4.8985972,-4.2815895,-4.106052,-5.183825,-4.5424943,1.0,1.0,2.0,0.0
RSC,8,42,0.7243128,-4.6767607,-3.560225,-4.414236,-3.8431513,-4.5565996,-4.2673345,1.0,1.0,2.0,0.0
RSC,8,43,0.42134473,-3.5342126,-4.41134,-4.721973,-3.8089764,-5.6686,-4.709891,1.0,1.0,2.0,0.0
RSC,8,44,0.4894903,-3.8552475,-3.9482548,-4.585096,-4.0269,-4.878138,-4.196277,0.11248285322359397,0.6071747441679449,0.7196575973915389,0.14182072840051665
RSC,8,45,0.90120894,-5.09523,-4.526519,-3.8988168,-4.2863045,-5.2428527,-3.9802809,1.0,1.0,2.0,0.0
RSC,8,46,0.6384279,-3.5447583,-4.884585,-4.377598,-4.1681914,-5.13062,-4.7864914,1.0,1.0,2.0,0.0
RSC,8,47,0.45310792,-4.550733,-4.4969225,-4.7578807,-3.7629669,-4.681353,-3.8396692,1.0,1.0,2.0,0.0
RSC,8,48,0.543733,-4.495424,-3.8882644,-4.410359,-3.9399104,-5.2957315,-4.4772215,1.0,1.0,2.0,0.0
RSC,8,49,0.5014866,-4.262573,-4.5242963,-4.31091,-3.6609888,-4.707393,-3.661419,1.0,1.0,2.0,0.0
RSC,8,50,0.95748055,-4.3489637,-5.1050096,-3.865073,-5.1763835,-4.0525565,-4.1532335,0.06995884773662553,0.6789221858473936,0.7488810335840191,0.05835136871615943
RSC,8,51,0.61662155,-4.3200593,-4.2337375,-4.28763,-4.35382,-4.776057,-5.011904,1.0,1.0,2.0,0.0
RSC,8,52,0.9309332,-4.250333,-4.2618136,-4.366899,-4.367261,-4.2043805,-4.785213,1.0,1.0,2.0,0.0
RSC,8,53,0.95027995,-4.413036,-4.4231186,-4.37598,-4.4212193,-5.4551535,-3.7870517,1.0,1.0,2.0,0.0
RSC,8,54,0.4764502,-4.4174767,-4.091267,-4.4544573,-3.7479253,-4.2777977,-4.5465565,0.07510288065843623,0.7727845058492251,0.8478873865076613,0.05575289084195313
RSC,8,55,0.40487444,-5.673516,-5.972952,-4.2813754,-4.0194993,-5.907286,-4.141416,1.0,1.0,2.0,0.0
RSC,8,56,0.66413444,-4.4252872,-4.822217,-4.3833847,-4.0868397,-3.7000122,-4.297696,0.052126200274348444,0.7592317025709119,0.8113579028452603,0.08192917183777607
RSC,8,57,0.6716821,-5.1592755,-4.457012,-4.803768,-3.7465727,-4.012318,-3.9801936,1.0,1.0,2.0,0.0
RSC,8,58,0.7535096,-3.7225533,-4.347904,-4.3650026,-3.906591,-5.1562195,-4.403152,1.0,1.0,2.0,0.0
RSC,8,59,0.6275717,-3.939206,-4.463514,-4.9127464,-3.6204696,-4.427827,-3.602244,1.0,1.0,2.0,0.0
RSC,8,60,0.53217953,-3.537276,-4.5747457,-4.343222,-3.855959,-5.6970553,-3.8371513,1.0,1.0,2.0,0.0
RSC,8,61,0.66175735,-3.8479998,-5.220589,-3.8189807,-3.8376286,-5.9311705,-3.8046663,1.0,1.0,2.0,0.0
RSC,8,62,0.7932211,-3.9585388,-4.116932,-4.4265947,-4.060104,-4.545612,-3.8356786,1.0,1.0,2.0,0.0
RSC,8,63,0.9291908,-4.0776205,-4.7237577,-4.3808007,-4.6774592,-4.202554,-3.7432704,1.0,1.0,2.0,0.0
RSC,8,64,0.71512556,-4.0794754,-4.9208403,-4.2213573,-4.0361853,-5.4055705,-4.856301,0.11539780521262011,0.6699022458277054,0.7853000510403255,0.07430483729582699
RSC,8,65,0.6895087,-3.7611227,-4.6785693,-4.6602426,-3.9356809,-4.192135,-4.309671,1.0,1.0,2.0,0.0
RSC,8,66,0.54704106,-3.779246,-4.2189484,-5.0869412,-3.7058637,-4.1969686,-4.0319414,1.0,1.0,2.0,0.0
RSC,8,67,0.72367036,-3.6997237,-5.208276,-3.6675878,-3.8765996,-5.784928,-5.342853,0.08556241426611799,0.7983791579863099,0.8839415722524279,0.023067411481506844
RSC,8,68,0.8036284,-3.9246564,-4.4112964,-4.2763014,-3.8619876,-5.442722,-4.791391,1.0,1.0,2.0,0.0
RSC,8,69,0.6604119,-4.688436,-4.2345634,-4.5854936,-3.5800648,-3.5039954,-4.527489,0.06807270233196161,0.6692154483642774,0.737288150696239,0.10224261652823734
RSC,8,70,0.74303496,-5.3398056,-4.4027977,-5.3356814,-3.9779718,-5.1094494,-5.2019987,0.06944444444444445,0.7403676655754218,0.8098121100198662,0.11755169670432863
RSC,8,71,0.585211,-3.5066962,-4.4146276,-4.772199,-3.5693593,-5.22153,-4.126901,0.14711934156378603,0.4163366223300749,0.563455963893861,0.11667676929437391
RSC,8,72,0.6360585,-3.6180341,-5.1427817,-3.7816315,-3.6366787,-5.7369804,-4.7595716,1.0,1.0,2.0,0.0
RSC,8,73,0.9440218,-4.0371966,-4.0694933,-4.60703,-4.321963,-4.406762,-5.3610487,0.07544581618655694,0.7890844989812504,0.8645303151678074,0.06500874598406499
RSC,8,74,0.5034665,-4.708025,-5.849282,-4.5329843,-3.9315467,-5.8762784,-4.0075393,1.0,1.0,2.0,0.0
RSC,8,75,0.5391542,-5.1631603,-4.6982718,-4.781378,-3.6096745,-4.664333,-3.6704595,1.0,1.0,2.0,0.0
RSC,8,76,0.5841595,-4.6187496,-4.085582,-5.5777903,-3.8384495,-5.1558332,-4.5556946,0.08367626886145407,0.5461871294155354,0.6298633982769895,0.12345965758978628
RSC,8,77,0.6258926,-3.7936301,-4.347938,-4.6115804,-3.6064708,-5.9682436,-3.8423238,1.0,1.0,2.0,0.0
RSC,8,78,0.7084334,-3.8847919,-5.4199038,-3.6142125,-4.2039638,-5.321974,-3.8479044,0.05521262002743485,0.7704036079760079,0.8256162280034428,0.06549519766270623
RSC,8,79,0.67096794,-5.3926673,-4.547052,-4.216616,-4.0782537,-3.764015,-3.8756633,0.07493141289437585,0.7790114695176392,0.8539428824120151,0.06274465726629215
RSC,8,80,0.355675,-3.892912,-4.9631715,-4.594928,-3.5688949,-5.757538,-3.6672938,1.0,1.0,2.0,0.0
RSC,8,81,0.66407657,-4.226268,-4.6963196,-4.419931,-3.7585428,-5.6351056,-3.512694,1.0,1.0,2.0,0.0
RSC,8,82,0.45720017,-3.852246,-4.148735,-4.5110073,-3.9103456,-5.9802217,-3.8835037,0.11625514403292181,0.6115702479338843,0.7278253919668061,0.08942738939974153
RSC,8,83,0.5805923,-3.5430663,-4.359762,-4.6440725,-3.7894473,-4.4311104,-4.2167115,1.0,1.0,2.0,0.0
RSC,8,84,0.82032347,-4.613765,-4.3793015,-4.370818,-4.055867,-5.8902535,-5.439637,1.0,1.0,2.0,0.0
RSC,8,85,0.58702844,-4.6438503,-4.3839474,-4.092253,-4.1030197,-4.1793823,-3.997791,1.0,1.0,2.0,0.0
RSC,8,86,0.4317579,-4.031896,-4.1511188,-4.423408,-3.983741,-5.9575686,-4.283017,0.09259259259259262,0.7963645520935876,0.8889571446861801,0.06795532470449735
RSC,8,87,0.6867649,-4.021067,-4.645995,-4.426207,-4.0032105,-5.8242807,-4.56495,1.0,1.0,2.0,0.0
RSC,8,88,0.5648955,-4.6251755,-4.1713896,-5.5338154,-3.5072439,-5.9854913,-4.5224113,0.1743827160493827,0.3119891943865754,0.4863719104359581,0.1697529508767456
RSC,8,89,0.34676498,-5.7074494,-5.510752,-4.1052055,-4.1759872,-5.239024,-3.9549055,1.0,1.0,2.0,0.0
RSC,8,90,0.4484603,-3.7673633,-5.9368553,-4.5136685,-3.843855,-5.65062,-3.6895907,1.0,1.0,2.0,0.0
RSC,8,91,0.2803573,-5.964196,-5.912313,-3.9742808,-4.238018,-5.4397607,-4.3359766,1.0,1.0,2.0,0.0
RSC,8,92,0.7382659,-4.2998714,-4.6193953,-4.0883493,-4.415671,-4.4914374,-3.8035176,1.0,1.0,2.0,0.0
RSC,8,93,0.24523808,-5.5221834,-5.766151,-3.9207337,-4.289797,-5.0093503,-3.7240446,1.0,1.0,2.0,0.0
RSC,8,94,0.7278909,-5.289813,-4.0269117,-4.314016,-3.7094865,-4.3963532,-4.9742885,1.0,1.0,2.0,0.0
RSC,8,95,0.59485495,-4.8630075,-4.6596384,-4.4025383,-3.6215615,-5.5319138,-3.8752923,0.07818930041152264,0.7407339575559168,0.8189232579674394,0.08307247840283737
RSC,8,96,0.76780164,-5.1924467,-4.807301,-4.7128563,-3.6767678,-5.765399,-4.0724325,0.10150891632373116,0.7917401158398388,0.89324903216357,0.07054195276575438
RSC,8,97,0.9170651,-4.375334,-4.8880153,-4.394338,-4.08735,-5.3489676,-3.7268414,1.0,1.0,2.0,0.0
RSC,8,98,0.64989173,-4.7004185,-4.201313,-4.2265744,-4.0594196,-5.6142626,-4.4824243,0.09705075445816191,0.6527780957395665,0.7498288501977284,0.11827727376453594
RSC,8,99,0.74418986,-5.4519725,-4.571687,-4.972923,-3.5066369,-5.5598373,-5.706756,0.23834019204389578,0.23227490213136148,0.47061509417525726,0.21665217626107247
RSC,9,0,0.6524582,-4.6739736,-4.9418845,-5.6134305,-3.8111641,-5.932691,-4.949287,0.15192043895747598,0.7878024770495181,0.9397229160069941,0.12188799917224263
RSC,9,1,0.756536,-4.2165365,-4.775137,-5.449383,-4.3109493,-4.194363,-5.2502794,1.0,1.0,2.0,0.0
RSC,9,2,0.7353264,-4.19334,-5.0869336,-5.280864,-4.6699576,-4.243518,-3.8762105,1.0,1.0,2.0,0.0
RSC,9,3,0.59239715,-3.6558902,-4.989325,-4.646239,-4.6961026,-5.620397,-4.9202027,0.16512345679012347,0.6874842608914631,0.8526077176815865,0.128452622103468
RSC,9,4,0.8384229,-3.8163722,-4.9167576,-5.544175,-4.9011874,-5.125776,-4.8004475,1.0,1.0,2.0,0.0
RSC,9,5,0.51418453,-4.0239863,-5.7230716,-4.5678763,-4.081482,-5.2582273,-3.8788261,0.13323045267489708,0.5351983700006868,0.6684288226755839,0.20877889784440443
RSC,9,6,0.8868448,-4.530546,-5.692062,-4.238988,-4.449317,-5.7177153,-4.5831423,1.0,1.0,2.0,0.0
RSC,9,7,0.82114303,-3.6647305,-5.045762,-5.170197,-4.375615,-5.793724,-5.607514,1.0,1.0,2.0,0.0
RSC,9,8,0.7075475,-3.9357023,-4.4554906,-5.9358068,-4.4713807,-5.3384676,-4.1199913,0.2616598079561042,0.8104210068450813,1.0720808148011856,0.08080040677971835
RSC,9,9,0.71342826,-5.59181,-4.939048,-4.642166,-3.7152193,-4.429023,-4.326647,0.06875857338820301,0.6356081591538655,0.7043667325420685,0.1463019570495351
RSC,9,10,0.52972245,-3.9962842,-5.1198783,-4.0843096,-4.2356825,-5.912987,-4.523905,1.0,1.0,2.0,0.0
RSC,9,11,0.5936616,-4.3381352,-4.5887713,-4.868814,-3.9567657,-4.5751686,-4.3580403,0.25548696844993146,0.8066207275474463,1.0621076959973776,0.09974564938163982
RSC,9,12,0.7282831,-3.8515482,-4.5541334,-4.966005,-4.601548,-4.961512,-4.844131,1.0,1.0,2.0,0.0
RSC,9,13,0.39309102,-3.809677,-5.040736,-4.6756287,-4.1926217,-5.7091455,-5.1447153,1.0,1.0,2.0,0.0
RSC,9,14,0.43038082,-3.9073036,-4.967846,-4.516963,-4.185677,-5.588271,-3.9212792,0.08093278463648834,0.6655983150568897,0.746531099693378,0.15546981165984694
RSC,9,15,0.78208095,-3.7936852,-4.6870756,-5.3496556,-4.8252015,-5.9045205,-4.8678827,0.25565843621399176,0.8285524598795816,1.0842108960935732,0.10373745586791681
RSC,9,16,0.5260595,-4.2751637,-4.990714,-3.8773968,-3.6401644,-5.639102,-4.9505734,1.0,1.0,2.0,0.0
RSC,9,17,0.7066505,-4.3128214,-5.045575,-5.137165,-4.3861585,-4.753786,-5.222649,0.11899862825788751,0.7533252443854308,0.8723238726433183,0.060026367894853515
RSC,9,18,0.77040786,-4.2464423,-5.775988,-4.12115,-5.1023817,-5.524733,-4.5813556,1.0,1.0,2.0,0.0
RSC,9,19,0.81027806,-4.2092576,-5.118869,-5.496449,-4.7617598,-5.0415077,-4.7191157,0.20953360768175583,0.7932052837618186,1.0027388914435744,0.03356233948502088
RSC,9,20,0.65633917,-4.1708035,-4.616541,-4.7838206,-4.1563497,-5.9614778,-4.494805,1.0,1.0,2.0,0.0
RSC,9,21,0.3580318,-3.8157642,-4.4828773,-4.4941344,-3.7456777,-5.5816083,-3.982255,1.0,1.0,2.0,0.0
RSC,9,22,0.89790046,-4.0324244,-4.5777764,-5.592076,-4.8229027,-5.0951805,-4.4052334,0.2717764060356653,0.8309333577527988,1.102709763788464,0.07455580511495177
RSC,9,23,0.78591985,-3.8262405,-4.4684715,-4.804597,-4.641164,-5.038651,-4.625212,1.0,1.0,2.0,0.0
RSC,9,24,0.8352929,-4.364022,-4.9371066,-4.9371233,-5.192104,-4.155087,-3.711796,0.23919753086419748,0.8181131384354754,1.0573106692996728,0.10182115667831454
RSC,9,25,0.75547856,-3.793566,-4.939092,-4.888674,-5.059057,-4.6840105,-4.40685,1.0,1.0,2.0,0.0
RSC,9,26,0.7579655,-4.1815243,-4.8543305,-5.2958407,-4.2929764,-4.370382,-4.04377,1.0,1.0,2.0,0.0
RSC,9,27,0.70241493,-4.4029036,-4.695804,-4.8306746,-4.258165,-5.1050158,-3.868572,1.0,1.0,2.0,0.0
RSC,9,28,0.5706863,-4.2358713,-5.044117,-4.521301,-4.3368926,-5.5563517,-4.2479153,1.0,1.0,2.0,0.0
RSC,9,29,0.4033107,-3.8875933,-4.7718887,-4.4665484,-4.010033,-5.8077054,-4.010969,0.2584019204389575,0.8153201620842014,1.073722082523159,0.07769500717612385
RSC,9,30,0.74438673,-3.5944703,-4.7981124,-5.3760533,-4.4807053,-4.160377,-4.6376915,1.0,1.0,2.0,0.0
RSC,9,31,0.56916857,-3.7626789,-5.3837833,-4.478973,-4.835473,-5.6911373,-3.9225955,1.0,1.0,2.0,0.0
RSC,9,32,0.435855,-3.803745,-5.14989,-4.4848423,-4.2839456,-5.997748,-3.7680213,1.0,1.0,2.0,0.0
RSC,9,33,0.8301819,-3.6522033,-4.9294295,-5.6323595,-4.449309,-5.6896195,-4.592533,0.22205075445816191,0.4864815365948582,0.7085322910530201,0.071271159849449
RSC,9,34,0.53335065,-4.2012963,-5.3731127,-4.3357306,-3.5518136,-5.4421425,-4.3110023,0.22616598079561046,0.178979418969346,0.40514539976495645,-0.0017426115337728031
RSC,9,35,0.81372297,-3.6599963,-4.2169857,-5.913785,-4.2585526,-4.1925225,-4.8026824,0.20867626886145405,0.6967789198965225,0.9054551887579766,0.053998426828457645
RSC,9,36,0.42005628,-4.0361347,-4.6686015,-4.194209,-3.9004788,-5.8687344,-5.5177884,1.0,1.0,2.0,0.0
RSC,9,37,0.3441472,-3.7602944,-4.4051414,-4.9186673,-3.6986423,-5.8418183,-3.9976025,1.0,1.0,2.0,0.0
RSC,9,38,0.38245493,-3.9173696,-4.5322356,-4.513268,-3.8030403,-5.461757,-3.7970037,1.0,1.0,2.0,0.0
RSC,9,39,0.45323634,-3.5651958,-5.0126696,-4.540683,-4.2195044,-5.2827396,-4.329552,0.1435185185185185,0.7813465808932946,0.924865099411813,0.12056827368054515
RSC,9,40,0.73692465,-4.2418957,-5.116192,-4.896076,-4.461318,-5.17793,-5.099604,1.0,1.0,2.0,0.0
RSC,9,41,0.40581077,-3.8678234,-4.575546,-4.560147,-3.5607708,-5.9854994,-4.7935214,1.0,1.0,2.0,0.0
RSC,9,42,0.3713755,-3.9069986,-4.44788,-4.287358,-3.9082792,-5.905287,-4.1085906,1.0,1.0,2.0,0.0
RSC,9,43,0.7481292,-3.7864199,-5.256173,-4.6638007,-5.306904,-4.5145907,-5.6084,0.10939643347050754,0.5140907946246652,0.6234872280951728,0.09636628603198319
