group,subject_id,ensemble,g,eta1,eta2,eta3,eta4,eta5,eta6
CTRL,7,26,0.69457364,-3.8504524,-4.2099524,-4.93525,-4.1938696,-5.075842,-4.293721
CTRL,7,27,0.90003204,-4.221122,-4.969469,-4.6549487,-4.733381,-5.144238,-5.0369368
CTRL,7,28,0.7695562,-3.5249805,-4.5639615,-5.510525,-4.2046967,-5.2160263,-4.1647296
CTRL,7,29,0.8979086,-3.9513874,-3.7081215,-4.912854,-3.8887906,-4.4218,-4.405557
CTRL,7,30,0.657466,-4.109702,-5.283516,-4.654569,-3.927854,-4.318658,-5.0289903
CTRL,7,31,0.48067674,-3.9351401,-5.3853345,-3.8009617,-4.7820053,-5.796537,-3.5731668
CTRL,7,32,0.5717849,-4.0574007,-5.409981,-3.6310923,-4.082548,-5.9618607,-5.338903
CTRL,7,33,0.74701864,-3.5524187,-5.2450423,-4.14006,-5.0735407,-5.7008295,-5.082449
CTRL,7,34,0.88876253,-4.6287236,-5.0761175,-3.8963134,-4.608858,-4.797279,-4.4293704
CTRL,7,35,0.5174822,-3.896261,-5.1083236,-4.0936418,-3.8770268,-4.872287,-3.9930444
CTRL,7,36,0.7345682,-4.167136,-4.833009,-4.9268208,-3.6630461,-4.5264063,-4.765427
CTRL,7,37,0.77583826,-3.6493912,-3.6884146,-5.6426187,-4.816527,-5.9896407,-4.9431424
CTRL,7,38,0.61622816,-3.948499,-4.5752816,-4.557742,-4.733981,-3.903869,-4.706742
CTRL,7,39,0.71792775,-3.5149348,-4.9076033,-5.5468855,-4.417021,-4.1992927,-4.6759806
CTRL,7,40,0.6260379,-3.6412568,-3.818612,-5.945051,-4.10775,-5.9111185,-4.0929914
CTRL,7,41,0.7100875,-3.835985,-4.5434093,-5.114334,-4.743587,-4.335715,-4.653751
CTRL,7,42,0.6256107,-3.7162004,-4.835517,-5.048523,-4.276279,-4.8014755,-5.0917506
CTRL,7,43,0.7336899,-4.037747,-4.705216,-4.677894,-4.0295615,-5.7899933,-5.1936617
CTRL,7,44,0.7506604,-3.5052683,-4.9955926,-4.7658944,-4.640698,-5.0597258,-4.9025574
CTRL,7,45,0.9006308,-4.284859,-3.7964942,-4.9941435,-3.5698495,-4.6270347,-5.043864
CTRL,7,46,0.62386346,-5.121109,-4.677818,-4.7990522,-3.767592,-4.590007,-4.997553
CTRL,7,47,0.56407773,-3.789081,-5.498919,-4.564486,-4.487166,-5.0451474,-3.6465685
CTRL,7,48,0.5611283,-3.5811293,-4.8502007,-4.6491294,-4.281313,-5.637883,-4.7428737
CTRL,7,49,0.4809678,-4.15694,-4.912755,-4.158459,-3.800351,-4.7544236,-4.3250036
CTRL,7,50,0.683525,-3.993513,-4.7538195,-5.1919737,-4.9073772,-4.2436056,-5.2407656
CTRL,7,51,0.52420604,-3.523525,-4.9545436,-4.631807,-4.477534,-5.5779486,-3.578521
CTRL,7,52,0.36840802,-3.6612575,-5.12637,-4.1580076,-4.398719,-5.8903427,-3.5106943
CTRL,7,53,0.7202212,-4.3612556,-4.6878357,-5.5490184,-4.2517076,-3.8306172,-5.0754433
CTRL,7,54,0.65785545,-4.0120993,-5.2487082,-5.504585,-4.0776687,-3.7847776,-4.0294156
CTRL,7,55,0.8778516,-3.5200627,-4.927824,-4.409933,-4.808061,-5.609223,-5.3694763
CTRL,7,56,0.48989686,-3.889097,-4.9664993,-3.914849,-3.61745,-5.4878545,-4.3532925
CTRL,7,57,0.5490987,-4.1865897,-4.974673,-4.560193,-4.221765,-5.632827,-4.9327154
CTRL,7,58,0.7592714,-3.8449786,-4.6889896,-4.6087418,-4.782633,-5.742527,-4.3011804
CTRL,7,59,0.525322,-4.2587585,-4.9035945,-5.4872384,-4.372505,-3.7799222,-4.795693
CTRL,7,60,0.5734195,-3.6830685,-5.0444174,-4.585618,-4.0594335,-5.385365,-5.3424435
CTRL,7,61,0.8843972,-5.3719163,-5.829693,-3.739427,-3.70463,-5.5060673,-5.288033
CTRL,7,62,0.7250455,-3.8263855,-4.804567,-5.0431957,-4.004711,-4.2713494,-5.1137934
CTRL,7,63,0.7134732,-3.5101552,-3.9664807,-5.902389,-4.119406,-4.8596787,-4.3637853
CTRL,7,64,0.49833077,-3.7758272,-5.1789117,-3.7654386,-4.268644,-5.559046,-4.73001
CTRL,7,65,0.8236135,-3.5943935,-3.5953248,-4.74286,-4.620232,-5.3382416,-4.852305
CTRL,7,66,0.73511744,-4.23771,-5.1765904,-4.4613934,-4.4479966,-4.96144,-4.2956285
CTRL,7,67,0.4294075,-4.588554,-5.023023,-3.7572966,-3.5262537,-5.8747177,-4.2923527
CTRL,7,68,0.6395522,-3.5234149,-4.136763,-5.1967163,-4.1787047,-4.091537,-4.7928944
CTRL,7,69,0.8047188,-3.7180352,-4.154321,-4.445537,-4.9383144,-4.8658805,-4.5980663
CTRL,7,70,0.76126957,-4.255902,-5.091471,-5.348241,-3.804336,-4.588876,-3.5016477
CTRL,7,71,0.64316225,-4.2513113,-5.6455116,-3.9249556,-3.8791785,-5.6268926,-4.552681
CTRL,7,72,0.70695513,-4.4804335,-4.552329,-4.974479,-3.8192968,-5.789766,-4.8664904
CTRL,7,73,0.72529477,-3.6282997,-4.5267587,-4.900893,-4.843877,-4.0028567,-3.9402916
CTRL,7,74,0.65009487,-3.8840032,-5.1208253,-4.8163505,-4.26684,-4.3410726,-5.197247
CTRL,7,75,0.70481086,-3.65462,-5.0063095,-5.6283765,-4.181941,-5.8195057,-4.027929
CTRL,7,76,0.59083545,-3.9250445,-4.8463097,-4.8084197,-4.309464,-5.112722,-4.25666
CTRL,7,77,0.3575449,-3.9059713,-4.681672,-4.4557557,-3.621515,-5.8984165,-3.8102043
CTRL,7,78,0.36832714,-3.778785,-4.6595674,-4.665457,-3.6858208,-5.98281,-4.4149766
CTRL,7,79,0.6074539,-3.9648707,-5.111173,-4.5192966,-3.6059875,-5.922752,-4.470686
CTRL,7,80,0.5218638,-3.760269,-4.4754076,-4.4093876,-4.660951,-5.8972025,-4.6131067
CTRL,7,81,0.56444275,-4.039006,-5.6330433,-5.0323563,-3.8817098,-5.4750223,-3.808496
CTRL,7,82,0.73737204,-3.709609,-4.624431,-5.7096944,-4.2733045,-5.8452315,-4.1530023
CTRL,7,83,0.6070539,-3.9808946,-5.6883802,-4.6216416,-4.2705026,-5.94485,-4.2803645
CTRL,7,84,0.6756636,-4.228901,-5.9848337,-4.573144,-4.1391535,-5.9835453,-4.376705
CTRL,7,85,0.6381806,-4.04935,-4.5702643,-4.7124014,-4.2748995,-5.246344,-4.9749193
CTRL,7,86,0.83767766,-3.8137364,-4.706483,-4.553861,-4.633234,-4.995575,-4.9924827
CTRL,7,87,0.72743833,-3.9551353,-4.9608765,-4.7317824,-4.5267854,-5.5849147,-4.4766836
CTRL,7,88,0.7164919,-3.5623581,-4.965566,-5.163557,-4.5324817,-5.8318667,-4.2699656
CTRL,7,89,0.45039332,-3.5861366,-5.0039606,-4.329799,-3.8958273,-4.879434,-4.3400784
CTRL,7,90,0.8213944,-3.8417673,-4.624728,-5.2817063,-5.1152644,-3.923106,-4.8798976
CTRL,7,91,0.58760446,-3.6027365,-5.2605395,-4.40706,-3.946392,-5.7512484,-4.159564
CTRL,7,92,0.6004201,-3.596081,-5.297979,-4.139894,-4.270818,-5.9050956,-5.1680946
CTRL,7,93,0.4341443,-4.1275306,-4.878426,-3.662605,-3.887911,-5.8850365,-4.3429284
CTRL,7,94,0.70816493,-4.1529903,-5.192764,-4.333302,-4.363232,-5.884064,-3.5820267
CTRL,7,95,0.8019823,-4.156849,-5.7733464,-3.698229,-4.974581,-5.6136923,-5.054842
CTRL,7,96,0.66359603,-3.9208217,-4.6388035,-4.979003,-4.1366916,-5.8198442,-4.714182
CTRL,7,97,0.5954553,-3.601933,-4.7585135,-4.4696937,-4.8980975,-5.955677,-4.4505706
CTRL,7,98,0.555927,-4.128135,-5.297838,-4.1050773,-3.8092706,-5.085383,-3.5809872
CTRL,7,99,0.6088712,-3.6405718,-5.642863,-5.0657716,-3.5367575,-5.4268913,-3.912749
Th,0,0,0.5844902,-5.2912507,-4.2519083,-5.5922775,-5.4081073,-4.4532633,-5.4129386
Th,0,1,0.581157,-5.362942,-4.476397,-5.784203,-5.686093,-4.322098,-3.6531112
Th,0,2,0.4385411,-4.5274982,-5.456894,-4.642531,-4.3144045,-3.9635499,-3.5930326
Th,0,3,0.6611315,-3.8880084,-5.0698423,-5.3679185,-4.254267,-5.3052635,-4.7053537
Th,0,4,0.5511212,-5.9548473,-3.8077157,-4.546371,-4.7949643,-3.9455638,-5.677594
Th,0,5,0.49910748,-5.6062818,-4.2365026,-5.712004,-4.481095,-4.2056046,-4.9546385
Th,0,6,0.59192324,-5.8616285,-3.9739895,-5.486806,-4.805909,-3.7760324,-5.7000318
Th,0,7,0.49167028,-5.790694,-3.792747,-4.6432085,-4.747382,-4.433764,-5.3306537
Th,0,8,0.47586372,-5.2584987,-4.3601046,-4.9147725,-4.4251347,-5.364581,-3.8635197
Th,0,9,0.70650846,-5.558254,-4.396809,-5.21081,-5.5529633,-4.8974595,-5.30972
Th,0,10,0.46714088,-3.6564713,-4.7297144,-4.3522673,-5.0664964,-5.865546,-4.648566
Th,0,11,0.5622858,-5.7328067,-4.2155304,-5.020102,-4.70218,-5.505806,-4.0642743
Th,0,12,0.66338843,-4.988189,-3.9805703,-5.5916395,-4.9967823,-3.8664324,-4.52241
Th,0,13,0.5864059,-5.4436154,-4.0420175,-5.394166,-4.5402236,-5.5840545,-4.852045
Th,0,14,0.6413161,-5.4678626,-5.843972,-5.4079375,-4.57319,-4.9268227,-4.7372575
Th,0,15,0.4226422,-5.2530985,-5.619397,-5.3519745,-4.239348,-4.021593,-4.3345666
Th,0,16,0.54218966,-5.7063274,-4.575316,-5.3535404,-4.5220423,-5.6354265,-3.8603091
Th,0,17,0.5303511,-5.087638,-4.0323787,-5.865034,-4.19143,-4.5025244,-3.971446
Th,0,18,0.6122588,-5.988558,-4.266511,-5.483139,-4.527376,-5.685688,-4.0134583
Th,0,19,0.56719655,-3.6656318,-4.3172355,-5.5179214,-4.466264,-5.2140846,-4.777599
Th,0,20,0.4851674,-5.3740416,-4.4189835,-4.835284,-4.273348,-4.34276,-3.5970747
Th,0,21,0.5799969,-4.0062113,-5.057598,-3.8524864,-4.5795584,-5.139754,-5.113598
Th,0,22,0.4447006,-4.716712,-4.179138,-4.7210855,-4.482236,-4.8849316,-3.6187923
Th,0,23,0.5466313,-5.3223376,-3.8996317,-5.8729706,-4.288676,-5.6248736,-4.5540066
Th,0,24,0.600534,-4.6991687,-4.2850857,-5.6426177,-4.60202,-5.372377,-5.5081477
Th,0,25,0.4941904,-5.607377,-5.907919,-5.041434,-4.128139,-4.1779876,-4.6231637
Th,0,26,0.7422836,-5.3986993,-4.291829,-5.998505,-5.6215096,-4.1259537,-4.4041543
Th,0,27,0.50334144,-4.466644,-4.308039,-4.805615,-4.7144613,-5.305721,-4.7552414
Th,0,28,0.5791064,-5.429963,-3.979716,-5.8953605,-4.6854067,-4.7941318,-5.864945
Th,0,29,0.56693155,-4.9172673,-4.161736,-4.9453864,-4.8932896,-4.28069,-4.0220904
Th,0,30,0.44209224,-4.391042,-4.823194,-3.724682,-4.5598474,-5.4054956,-4.177003
Th,0,31,0.4665814,-4.10461,-5.1884813,-4.276982,-4.032673,-3.6577294,-3.8854945
Th,0,32,0.5511109,-5.5696006,-4.4775915,-5.921146,-3.926795,-3.7522664,-5.089414
Th,0,33,0.42099798,-4.1815467,-4.48416,-5.783984,-4.0686917,-3.572703,-5.9739017
Th,0,34,0.60688233,-5.2890525,-5.827514,-5.574517,-4.1669483,-5.595751,-3.8305533
Th,0,35,0.59690416,-3.8794665,-5.1478987,-5.998363,-4.1561456,-5.97186,-4.9113274
Th,0,36,0.73962873,-4.1378694,-5.1520953,-5.4800143,-3.6318243,-4.9165535,-5.957866
Th,0,37,0.39749548,-5.300864,-4.2370496,-5.5090566,-4.153453,-3.96412,-5.381707
Th,0,38,0.57839787,-5.058286,-4.375353,-5.9041686,-5.5216775,-5.4076614,-4.0579453
Th,0,39,0.62975854,-5.802617,-4.263133,-5.5570354,-5.1024814,-4.26627,-4.738214
Th,0,40,0.5142069,-4.553767,-4.4540806,-5.847317,-4.2951565,-3.9027882,-5.6448007
Th,0,41,0.5056072,-5.560884,-4.496812,-5.703956,-4.737221,-3.914711,-3.7540715
Th,0,42,0.5110522,-5.424605,-3.9497821,-4.5446196,-4.704507,-4.0849895,-4.0904193
Th,0,43,0.56849945,-5.26252,-4.195305,-5.575481,-4.5694804,-5.383743,-4.729709
Th,0,44,0.56027067,-5.4799843,-3.6614559,-5.6018033,-4.5633855,-5.207942,-5.090402
Th,0,45,0.60916805,-5.317558,-4.0254273,-5.1709185,-4.8014245,-5.173387,-4.021836
Th,0,46,0.6839461,-5.8118486,-4.859667,-5.73333,-5.8475018,-4.9140553,-3.8616436
Th,0,47,0.9545168,-5.919342,-5.7474785,-4.0625877,-4.562862,-5.4374127,-4.5886774
Th,0,48,0.5125808,-4.661285,-3.940176,-5.808069,-4.378501,-4.76657,-4.5978513
Th,0,49,0.6113912,-5.8365307,-5.088116,-3.8362567,-4.3373055,-4.7877264,-5.293518
Th,0,50,0.7282275,-5.915519,-5.3127265,-5.9439635,-3.713745,-4.0279264,-4.98018
Th,0,51,0.6353899,-4.7351604,-5.471767,-3.7759478,-4.336667,-4.8704534,-4.219736
Th,0,52,0.45140705,-4.5346317,-4.3767896,-5.383923,-4.5847373,-4.4926176,-4.559598
Th,0,53,0.61279994,-5.571073,-4.0470886,-5.9275303,-4.439325,-3.612998,-5.440399
Th,0,54,0.5474058,-3.905794,-5.0033126,-3.877276,-5.9625444,-3.9939613,-4.2822113
Th,0,55,0.55080235,-5.597906,-5.746944,-5.5192413,-4.3437414,-4.340477,-4.526675
Th,0,56,0.49532476,-5.8560815,-4.848592,-4.368069,-4.53842,-5.226615,-3.7456033
Th,0,57,0.6558245,-4.1259804,-5.6644096,-3.8861363,-5.8394732,-4.402345,-4.001782
Th,0,58,0.5656134,-3.9423323,-4.7455716,-3.9907672,-5.046826,-4.9240265,-5.073807
Th,0,59,0.7009421,-3.9633753,-5.1507854,-5.9476423,-5.8294454,-5.5469003,-4.9350333
Th,0,60,0.5441798,-5.309273,-4.8546724,-4.500644,-3.6435583,-4.448686,-3.7156012
Th,0,61,0.60467505,-3.871109,-4.9441276,-5.3607883,-5.4224973,-5.3124924,-4.8516016
Th,0,62,0.3942378,-4.3407407,-4.17281,-5.4570737,-4.276997,-5.7278895,-4.073321
Th,0,63,0.74430996,-5.4258547,-4.437605,-4.858133,-5.7770023,-5.087684,-5.41608
Th,0,64,0.4748166,-5.9515142,-4.543787,-5.3655787,-4.680234,-4.287205,-5.3898444
Th,0,65,0.59057736,-5.7664657,-4.3227124,-5.413914,-5.386051,-4.9091945,-3.955797
Th,0,66,0.4165593,-5.9313445,-4.213597,-5.2852926,-5.4620805,-4.7673607,-3.9320085
Th,0,67,0.5885382,-5.603787,-4.7753987,-5.5299215,-4.6242485,-4.177103,-4.769911
Th,0,68,0.6584716,-4.210571,-5.341095,-4.421006,-4.163843,-5.2775245,-5.355919
Th,0,69,0.5987773,-5.517524,-4.464466,-4.221236,-5.43816,-4.061491,-4.0173078
Th,0,70,0.43603146,-4.031395,-4.5517683,-5.5573854,-4.3425374,-5.380893,-4.3192735
Th,0,71,0.37509874,-5.8401947,-4.204132,-5.72148,-4.5636425,-4.49487,-4.6495185
Th,0,72,0.7287663,-5.765001,-5.7750063,-5.5252113,-4.0241075,-5.265666,-4.463384
Th,0,73,0.474728,-5.6068296,-3.7706296,-4.5890656,-4.5467243,-4.7793183,-4.5341234
Th,0,74,0.5337342,-4.9275618,-3.5843525,-5.0720344,-4.6881666,-4.034425,-5.3467546
Th,0,75,0.5056851,-5.855801,-3.6705782,-5.1202793,-4.6200523,-4.6093707,-4.4439983
Th,0,76,0.616627,-3.884022,-5.059766,-4.374058,-4.861192,-5.581366,-4.2445526
Th,0,77,0.64370114,-5.636762,-4.1232038,-3.678664,-5.0951433,-5.8102007,-5.3173947
Th,0,78,0.5741638,-5.6661844,-5.516087,-4.2203107,-4.2719483,-5.124288,-4.267843
Th,0,79,0.5337005,-5.939907,-4.2477503,-4.3212366,-4.231113,-5.5630593,-4.944311
Th,0,80,0.67990404,-5.6366973,-4.116903,-4.260732,-5.6408734,-5.014151,-4.094549
Th,0,81,0.46276158,-5.104451,-4.236278,-5.9331717,-4.361013,-5.751231,-4.258973
Th,0,82,0.5054619,-5.7279463,-4.2659326,-5.36344,-5.9029703,-4.8812466,-4.195864
Th,0,83,0.47880876,-5.491525,-3.5488183,-4.6731987,-4.48197,-4.538,-5.519601
Th,0,84,0.5325518,-5.4647317,-3.761953,-5.370288,-4.437234,-4.9402337,-3.935625
Th,0,85,0.48350903,-5.4755597,-4.097209,-5.584121,-4.269293,-5.70527,-5.7844977
Th,0,86,0.57297397,-4.448049,-5.3542933,-5.6045074,-4.302449,-4.9633107,-5.4173317
Th,0,87,0.53893244,-4.9828167,-4.707055,-5.753906,-4.304973,-5.9012594,-5.7705064
Th,0,88,0.7218388,-3.7431126,-5.4409776,-4.371839,-3.8581247,-5.6522217,-4.9152513
Th,0,89,0.6867058,-5.91615,-4.2551517,-3.7936819,-5.311848,-5.618266,-4.8505945
Th,0,90,0.5318379,-3.7004545,-4.129227,-4.084578,-4.8561654,-4.6671653,-5.5947347
Th,0,91,0.4804796,-5.1865635,-4.66665,-5.889021,-4.038413,-4.0201783,-4.5589485
Th,0,92,0.47518557,-5.6862717,-4.3576026,-5.6434107,-3.923631,-5.4465714,-4.2067246
Th,0,93,0.6268174,-5.786644,-5.47336,-5.778409,-4.7872753,-3.9244466,-5.546703
Th,0,94,0.44439718,-5.56265,-4.195316,-5.730268,-4.5576043,-5.2090707,-4.7953415
Th,0,95,0.50072145,-5.4944286,-4.7570386,-4.2376175,-4.43465,-4.4604425,-5.2696238
Th,0,96,0.66116136,-4.2117543,-4.686454,-5.5636477,-5.199421,-5.4376106,-5.6491685
Th,0,97,0.44289142,-5.174622,-4.277846,-4.493169,-4.855078,-4.4766216,-4.5275564
Th,0,98,0.7809267,-4.90853,-5.784542,-3.7995706,-5.364335,-5.314775,-3.642103
Th,0,99,0.5232718,-5.1483774,-5.858642,-5.279624,-4.0674453,-4.481762,-4.1730638
Th,1,0,0.6089528,-5.746493,-5.612428,-4.926707,-4.6328173,-3.9370167,-3.8273134
Th,1,1,0.63958275,-5.908162,-5.5363665,-4.219712,-5.085877,-4.0129094,-3.682589
Th,1,2,0.5607663,-5.5600915,-4.4490957,-5.3567705,-5.040982,-4.2396564,-4.3002014
Th,1,3,0.6462381,-5.0891128,-4.4949737,-5.073197,-5.0779934,-5.465642,-5.393866
Th,1,4,0.62762076,-4.7896605,-4.0689635,-4.7574506,-5.043174,-3.9242868,-5.3805
Th,1,5,0.8326496,-5.739174,-5.6353517,-4.2038074,-4.394935,-4.5630646,-5.0684843
Th,1,6,0.6137877,-4.0313745,-4.8134937,-5.6393323,-5.2828336,-5.797667,-4.3151407
Th,1,7,0.6900346,-4.3702803,-4.3266807,-5.602062,-5.104847,-4.731477,-4.52901
Th,1,8,0.73225343,-5.5098047,-5.2117248,-3.9656694,-5.677896,-5.8934574,-4.3818474
Th,1,9,0.65899014,-4.9864864,-4.618813,-5.3193827,-5.3461866,-4.0515122,-5.0342283
Th,1,10,0.85393196,-5.445957,-5.4556828,-5.600259,-4.7576995,-4.161435,-5.293903
Th,1,11,0.708113,-5.1426673,-5.272587,-3.6836264,-5.3291764,-4.141278,-4.328541
Th,1,12,0.5212375,-4.887451,-3.9851325,-4.5855803,-4.4684253,-4.880132,-4.685747
Th,1,13,0.84106505,-5.756385,-4.514203,-5.076825,-5.2719164,-5.2472153,-5.2460704
Th,1,14,0.6448085,-5.6102266,-4.4544296,-5.6491084,-5.9676304,-5.198474,-4.327207
Th,1,15,0.75684994,-4.365545,-5.4496937,-4.6090827,-5.71355,-5.618746,-4.2475266
Th,1,16,0.76198864,-4.25474,-5.0494156,-5.6693454,-5.1700454,-5.003836,-5.9525075
Th,1,17,0.713427,-5.153469,-5.187689,-5.6108484,-4.334117,-4.261703,-3.7441351
Th,1,18,0.76639,-5.9983025,-4.3693566,-5.3452406,-4.665763,-4.9492927,-5.035925
Th,1,19,0.7599829,-4.999128,-4.4992948,-5.7881417,-4.751139,-4.2385707,-5.3420753
Th,1,20,0.8547906,-4.0486007,-5.679085,-5.6036577,-4.3223124,-4.909105,-5.439174
Th,1,21,0.8033031,-4.9576464,-4.6722884,-5.7178736,-5.4821715,-5.4010773,-4.426082
Th,1,22,0.8777258,-3.9022152,-5.0985355,-5.805406,-5.3583474,-5.655894,-5.015373
Th,1,23,0.6392252,-5.614895,-4.4992385,-5.2249155,-5.529924,-4.996873,-4.8969803
Th,1,24,0.7457252,-3.6695998,-4.7380633,-5.6185474,-5.0972815,-5.686855,-4.447651
Th,1,25,0.63297725,-5.3816757,-5.615451,-3.96342,-4.987483,-4.8057585,-3.8891675
Th,1,26,0.6704855,-5.4483604,-4.588566,-5.887203,-4.3713045,-4.42328,-5.1051745
Th,1,27,0.8036503,-4.821277,-5.706618,-5.90314,-4.65194,-4.131978,-4.796556
Th,1,28,0.56260026,-4.9034653,-4.5493646,-5.7482204,-4.5058746,-4.1805625,-3.9535432
Th,1,29,0.5481865,-4.978742,-4.5838346,-4.569363,-3.9868436,-4.361387,-5.49199
Th,1,30,0.54230577,-4.4631314,-4.4000473,-4.54095,-5.5176125,-4.2043986,-5.9009614
Th,1,31,0.656948,-4.8086586,-5.190857,-4.008505,-3.92832,-5.858284,-4.2829885
Th,1,32,0.76098126,-5.5111256,-4.46279,-5.8411293,-5.969494,-3.8332946,-5.4313045
Th,1,33,0.6881487,-5.351526,-4.3856034,-4.965502,-5.083406,-3.7311969,-4.7374454
Th,1,34,0.97454566,-4.788839,-5.9295526,-5.940298,-4.8854437,-5.431374,-4.0101337
Th,1,35,0.81267065,-5.5658226,-4.564975,-4.32068,-5.8731117,-5.3206277,-5.4960575
Th,1,36,0.5715839,-4.4000044,-5.8730927,-3.6100497,-4.9367404,-5.2837224,-3.6658108
Th,1,37,0.6187647,-5.8737297,-4.434129,-5.108521,-5.9917803,-5.619643,-4.623323
Th,1,38,0.60691774,-4.45601,-4.921235,-4.446991,-4.506072,-5.4390907,-4.8554177
Th,1,39,0.56157935,-4.2144527,-4.79661,-5.783746,-3.9058876,-4.318279,-4.365293
Th,1,40,0.7021848,-4.5895834,-4.6254025,-5.7024183,-4.763824,-4.827996,-5.224049
Th,1,41,0.5943679,-5.087098,-5.402367,-4.5089808,-4.882002,-3.8577485,-4.1211767
Th,1,42,0.5213309,-5.5624156,-4.357681,-4.6459074,-3.5944035,-5.742485,-4.226655
Th,1,43,0.75087416,-5.3080907,-5.1567726,-3.8743563,-5.4713807,-4.838864,-5.75246
Th,1,44,0.65006816,-5.589044,-4.1305966,-5.081383,-4.721557,-4.3334703,-5.6865354
Th,1,45,0.64531606,-5.5533333,-5.546597,-4.9572916,-4.6699605,-4.0553083,-3.5927951
Th,1,46,0.935252,-5.997946,-5.2533464,-5.8515067,-5.62526,-5.3591127,-4.0299973
Th,1,47,0.6776436,-5.446146,-5.8660626,-5.4112678,-4.601587,-4.19324,-4.2275486
Th,1,48,0.6521576,-5.358095,-4.986516,-5.182101,-3.5842087,-4.054528,-4.2620187
Th,1,49,0.6639956,-5.0651283,-4.825634,-5.3711295,-4.0488887,-4.293119,-5.5094366
Th,1,50,0.6910991,-5.6898947,-4.885227,-5.2734733,-4.0420156,-4.6405497,-5.1623225
Th,1,51,0.80325586,-5.322442,-4.488576,-5.7281713,-4.7882266,-5.7698717,-5.1549053
Th,1,52,0.7120046,-5.7041993,-4.39312,-5.7675157,-4.801807,-4.2504625,-4.146901
Th,1,53,0.5906918,-5.5163493,-4.3990903,-5.348842,-5.692724,-4.4250445,-4.541151
Th,1,54,0.744058,-5.9084306,-5.043629,-5.7528152,-4.6228185,-5.980758,-4.2350883
Th,1,55,0.6945585,-4.669403,-4.9366236,-5.869993,-4.463961,-5.158228,-4.006092
Th,1,56,0.6471046,-5.2190747,-5.244893,-4.3159657,-4.4459243,-4.0260863,-4.0516825
Th,1,57,0.68157226,-5.6234446,-4.759975,-5.63333,-4.17708,-4.5704336,-4.2826643
Th,1,58,0.6800536,-4.928098,-4.5880837,-5.4718404,-5.0758886,-3.9492826,-4.1782064
Th,1,59,0.6828861,-5.3064613,-5.646627,-3.6839461,-5.368399,-4.341402,-3.7723117
Th,1,60,0.77061844,-5.0851035,-5.3719635,-5.160732,-4.852918,-4.91439,-4.273984
Th,1,61,0.7015057,-3.7277036,-5.124858,-5.8915734,-4.9301023,-5.74032,-4.617663
Th,1,62,0.7731283,-5.9324822,-5.3250303,-3.925895,-5.4559307,-4.5578403,-5.388647
Th,1,63,0.7078687,-5.715732,-5.503542,-5.3721313,-4.5007825,-4.349961,-4.0636916
Th,1,64,0.5441943,-4.3704844,-4.8508854,-3.5896423,-5.6618433,-5.9861507,-4.0863786
Th,1,65,0.6886937,-5.07872,-5.6233106,-3.930994,-5.241628,-4.903867,-3.7732024
Th,1,66,0.84953326,-5.1249433,-5.3173184,-5.938692,-4.0360394,-5.0672917,-4.180515
Th,1,67,0.8238905,-5.1228337,-5.8228216,-3.65291,-5.0648074,-5.992083,-4.2872114
Th,1,68,0.75544345,-5.279655,-4.8417697,-5.8612795,-5.612642,-5.9402795,-4.805649
Th,1,69,0.64832425,-4.5013924,-4.0122905,-4.500893,-4.995116,-4.9344716,-5.94031
Th,1,70,0.7626553,-5.600493,-5.3647103,-5.380578,-4.3942747,-4.839554,-4.205689
Th,1,71,0.65206206,-5.3220844,-5.244806,-4.2326117,-4.876072,-3.765607,-5.842826
Th,1,72,0.5589664,-5.180696,-4.444738,-4.884458,-4.16945,-5.3932467,-3.9577496
Th,1,73,0.64360726,-5.9364657,-5.560202,-3.531132,-4.854717,-4.9421797,-4.5133038
Th,1,74,0.6090748,-4.8484035,-5.399322,-4.24862,-4.281909,-5.3109765,-3.6635485
Th,1,75,0.64608836,-5.2314086,-5.1543,-4.8169317,-4.4751816,-5.178476,-4.493577
Th,1,76,0.5869822,-5.660977,-4.4328485,-5.3779874,-4.639261,-5.529926,-4.3819776
Th,1,77,0.631704,-5.832535,-4.4628034,-4.665655,-5.107746,-5.816486,-4.217607
Th,1,78,0.60977453,-4.766171,-4.9083614,-4.28619,-5.4015875,-5.0366516,-4.6543617
Th,1,79,0.6469482,-5.236509,-4.444357,-5.0856805,-4.0037813,-5.8996086,-3.7902231
Th,1,80,0.5271876,-4.8220835,-4.578548,-4.2064576,-4.81293,-5.266143,-4.5132647
Th,1,81,0.67789817,-5.562445,-4.774997,-4.1074586,-5.210071,-4.8749003,-5.3716435
Th,1,82,0.9827972,-5.852008,-5.6006465,-3.7520912,-5.6363,-5.7837586,-4.626896
Th,1,83,0.65101266,-4.700415,-4.402903,-5.5974536,-4.439215,-5.7815633,-4.8585377
Th,1,84,0.5258719,-4.616496,-4.6792264,-4.544514,-4.121233,-5.4790926,-4.022408
Th,1,85,0.69552344,-5.5006423,-5.7079744,-5.265435,-4.6130996,-3.8469262,-5.936739
Th,1,86,0.6097337,-4.223705,-5.1288266,-5.954804,-4.424245,-4.713361,-4.687825
Th,1,87,0.71751297,-5.2376437,-4.7561684,-5.7716327,-4.396444,-3.6824377,-5.6997657
Th,1,88,0.7900556,-5.8067517,-5.5257406,-3.5025163,-4.8986735,-3.9565263,-5.642698
Th,1,89,0.7333338,-5.513912,-4.3046002,-5.7189894,-4.513763,-5.137559,-5.811443
